Source Title,Authors,Year,Journal/Publisher,DOI/URL,Database/Source,Citations,Search Keywords
Multi-Sensor Fusion Technology for 3D Object Detection in Autonomous Driving: A Review,Xuan Wang; Kaiqiang Li; Abdellah Chehri,2023,"IEEE Transactions on Intelligent Transportation Systems ( Volume: 25, Issue: 2, February 2024)",10.1109/TITS.2023.3317372,google scholar,17,autonomous vehicles advancements sensor fusion
New Integrated Multi-Algorithm Fusion Localization and Trajectory Tracking Framework of Autonomous Vehicles under Extreme Conditions with Non-Gaussian Noises,"Liu, C., Liu, H., Han, L. et al.",2023," Int.J Automot. Technol. 24, 259–272",https://doi.org/10.1007/s12239-023-0023-8,springer,0,autonomous vehicles sensor fusion
Object Detection in Adverse Weather for Autonomous Vehicles Based on Sensor Fusion and Incremental Learning,"Huiping Su; Hongbo Gao; Xinmiao Wang; Xiaozhao Fang; Qingchao Liu; Guang-Bin Huang
School of Automation and the Key Laboratory of Measurement and Control of Complex Systems of Engineering, Ministry of Education, Southeast University, Nanjing, China",2024,IEEE Transactions on Instrumentation and Measurement ( Volume: 73) ,10.1109/TIM.2024.3472860,IEEE,0,autonomous vehicles advancements sensor fusion
On the Integration of Enabling Wireless Technologies and Sensor Fusion for Next-Generation Connected and Autonomous Vehicles,Faran Awais Butt; Jawwad Nasar Chattha; Jameel Ahmad; Muhammad Umer Zia; Muhammad Rizwan; Ijaz Haider Naqvi,2023,IEEE Access ( Volume: 10) ,10.1109/ACCESS.2022.3145972,google scholar,48,autonomous vehicles advancements sensor fusion
Optimal Driving Control for Autonomous Electric Vehicles Based on In-Wheel Motors Using an Artificial Potential Field,Giseo Park; Sooyoung Kim; Hyeongmuk Kang,2024,IEEE Access ( Volume: 12) ,10.1109/ACCESS.2024.3443869,IEEE,0,autonomous vehicles advancements planning
Optimal Path Planning for Autonomous Vehicles Using Artificial Potential Field Algorithm,"Park, G., Choi, M.",2023,"Int.J Automot. Technol. 24, 1259–1267",https://doi.org/10.1007/s12239-023-0102-x,springer,8,autonomous vehicles planning
Path Planning for an Autonomous Vehicle based on the Ant Colony Algorithm: A Review,Desi Windi Sari; Suci Dwijayanti; Bhakti Yudho Suprapto,2023,2023 International Workshop on Artificial Intelligence and Image Processing (IWAIIP),10.1109/IWAIIP58158.2023.10462744,IEEE,0,autonomous vehicles planning
Path planning for autonomous vehicles using model predictive control,Chang Liu; Seungho Lee; Scott Varnhagen; H. Eric Tseng,2017,2017 IEEE Intelligent Vehicles Symposium (IV),10.1109/IVS.2017.7995716,google scholar,128,autonomous vehicles planning
Path planning using state lattice for autonomous vehicle,"Sivakumar Pothan; J L Nandagopal; Gopinath Selvaraj
Autonomous Vehicle Program, TATA ELXSI, Bengaluru, India",2017,2017 International Conference on Technological Advancements in Power and Energy ( TAP Energy),10.1109/TAPENERGY.2017.8397363,IEEE,6,autonomous vehicles advancements planning
Path tracking control of autonomous vehicles via prescribed performance approach,"Zhang, S., Wang, Y., Li, G. et al.",2024,Neural Comput & Applic,https://doi.org/10.1007/s00521-024-10680-7,springer,0,autonomous vehicles control
Pedestrian and Vehicle Detection in Autonomous Vehicle Perception Systems—A Review,"Galvao, L.G.; Abbod, M.; Kalganova, T.; Palade, V.; Huda, M.N. ",2021,"A Review. Sensors 2021, 21, 7267",https://doi.org/10.3390/s21217267,google scholar,31,autonomous vehicles perception systems
"Perception, Planning, Control, and Coordination for Autonomous Vehicles", Scott Drew Pendleton et al.,2017,"Machines 2017, 5(1), 6;",https://doi.org/10.3390/machines5010006,google scholar,477,autonomous vehicles advancements perception systems
Performance comparison of rapidly-exploring random tree algorithms for path planning of autonomous underwater vehicles in complex environments,"Arifi, A., Jarray, R. & Bouallègue, S.",2024,Int J Intell Robot Appl,https://doi.org/10.1007/s41315-024-00406-2,springer,0,autonomous vehicles advancements planning
Predicting Lane Change and Vehicle Trajectory With Driving Micro-Data and Deep Learning,Lei Wang; Jianyou Zhao; Mei Xiao; Jian Liu,2024,IEEE Access ( Volume: 12) ,10.1109/ACCESS.2024.3435741,IEEE,0,autonomous vehicles advancements human–machine interaction
PVDM-YOLOv8l: a solution for reliable pedestrian and vehicle detection in autonomous vehicles under adverse weather conditions,"Tahir, N.U.A., Zhang, Z., Asim, M. et al.",2024,Multimed Tools Appl,https://doi.org/10.1007/s11042-024-20219-6,springer,0,autonomous vehicles advancements
Quantification of Uncertainty and Its Applications to Complex Domain for Autonomous Vehicles Perception System,Ke Wang; Yong Wang; Bingjun Liu; Junlan Chen,2023,IEEE Transactions on Instrumentation and Measurement ( Volume: 72) ,10.1109/TIM.2023.3256459,google scholar,10,autonomous vehicles perception systems
Radar and Vision Sensor Fusion for Object Detection in Autonomous Vehicle Surroundings,Jihun Kim; Dong Seog Han; Benaoumeur Senouci,2018,2018 Tenth International Conference on Ubiquitous and Future Networks (ICUFN),10.1109/ICUFN.2018.8436959,IEEE,42,autonomous vehicles sensor fusion
Real-Time Experimental Evaluation and Analysis of PID and MPC Controllers Using HIL Setup for Robust Steering System of Autonomous Vehicles,S. Gokul Krishnan; P. Suresh Kumar; Nadheem Nassar Matara; Yong Wang,2024,IEEE Access ( Volume: 12) ,10.1109/ACCESS.2024.3406219,IEEE,1,autonomous vehicles advancements control
Real-Time Hybrid Multi-Sensor Fusion Framework for Perception in Autonomous Vehicles,"Shahian Jahromi, B.; Tulabandhula, T.; Cetin, S. ",2019,"Sensors 2019, 19, 4357",https://doi.org/10.3390/s19204357 ,google scholar,138,autonomous vehicles sensor fusion
Recent Advancement in Autonomous Vehicle and Driver Assistance Systems,"Abhishek Mishra; Jahanvi Purohit; Maruf Nizam; Suresh Kumar Gawre
Department of Electrical Engineering, Maulana Azad National Institute of Technology, Bhopal, MP, India",2023,"2023 IEEE International Students' Conference on Electrical, Electronics and Computer Science (SCEECS)",10.1109/SCEECS57921.2023.10063089,IEEE,5,autonomous vehicles advancements perception systems
Recent Advancements in Automation to Enhance Vehicle Technology for Human Centred Interactions ,"Kumar, S. Satheesh S.; Iqbal, Mazher J. L.; Sujin, J. S.; Sowmya, R.; Kumar, Selva D.",2019,"Journal of Computational and Theoretical Nanoscience, Volume 16, Number 2 ",https://doi.org/10.1166/jctn.2019.7767,google scholar,0,autonomous vehicles advancements
Recent advances in motion and behavior planning techniques for software architecture of autonomous vehicles: A state-of-the-art survey,"Omveer Sharma, N.C. Sahoo, N.B. Puhan",2021,"Engineering Applications of Artificial Intelligence
Volume 101, May 2021, 104211",https://doi.org/10.1016/j.engappai.2021.104211,google scholar,0,autonomous vehicles planning
Research on Overtaking Path Planning of Autonomous Vehicles,Shih-Lin Lin; Xian-Qing Li; Jun-Yi Wu; Bo-Cheng Lin,2021,2021 IEEE International Future Energy Electronics Conference (IFEEC),10.1109/IFEEC53238.2021.9661967,IEEE,2,autonomous vehicles advancements planning
Review on human-machine shared control system of automated vehicles,Chao Huang; Fazel Naghdy; Haiping Du; Hailong Huang,2019,2019 3rd International Symposium on Autonomous Systems (ISAS),10.1109/ISASS.2019.8757749,IEEE,9,autonomous vehicles advancements human–machine interaction
Revolutionizing Mobility:The Latest Advancements in Autonomous Vehicle Technology,"Venkata Sai Chandra Prasanth Narisetty, Tejaswi Maddineni",2024,"Computational Engineering, Finance, and Science",https://doi.org/10.48550/arXiv.2412.20688,google scholar,0,autonomous vehicles advancements
Road segmentation for autonomous vehicle: A review,"Basavaraj Chougula; Arun Tigadi; Prabhakar Manage; Sadanand Kulkarni
Dept. of E and C Engg, KLE Dr. M. S. S. college of engineering and technology, Belagavi, India",2020,2020 3rd International Conference on Intelligent Sustainable Systems (ICISS),10.1109/ICISS49785.2020.9316090,IEEE,7,autonomous vehicles advancements sensor fusion
Robust Cognitive Capability in Autonomous Driving Using Sensor Fusion Techniques: A Survey,"Mehmood Nawaz; Jeff Kai-Tai Tang; Khadija Bibi
Department of Biomedical Engineering, The Chinese University of Hong Kong, Hong Kong, SAR, China
; Shunli Xiao; Ho-Pui Ho; Wu Yuan",2023,"IEEE Transactions on Intelligent Transportation Systems ( Volume: 25, Issue: 5, May 2024) ",10.1109/TITS.2023.3327949,IEEE,3,autonomous vehicles advancements sensor fusion
Robust Sensor Fusion for Autonomous UAV Navigation in GPS denied Forest Environment,Shaekh Mohammad Shithil; Ahmad Athif Mohd Faudzi; Afnizanfaizal Abdullah; Najmul Islam; Shahril Mad Saad,2022,2022 IEEE 5th International Symposium in Robotics and Manufacturing Automation (ROMA),10.1109/ROMA55875.2022.9915682,IEEE,1,autonomous vehicles sensor fusion
Robust tracking and detection based on radar camera fusion filtering in urban autonomous driving,"Baek, S., Kim, J. & Yi, K.",2024,"Intel Serv Robotics 17, 1125–1141",https://doi.org/10.1007/s11370-024-00563-0,springer,1,autonomous vehicles sensor fusion
Safety-First Autonomous Vehicle Technology: Empirical Assessment of Sensor Performance in Diverse Environmental Conditions,"Kim, C., Moon, J., Kim, J. et al.",2024,"KSCE J Civ Eng 28, 5851–5862",https://doi.org/10.1007/s12205-024-0472-2,springer,0,autonomous vehicles advancements sensor fusion
Scanning Systems for Environment Perception in Autonomous Navigation,"Real-Moreno, O. et al.",2024,"Scanning Technologies for Autonomous Systems. Springer, Cham.",https://doi.org/10.1007/978-3-031-59531-8_2,springer,0,autonomous vehicles advancements perception systems
Seamless Functional Design for an Autonomous Vehicle using a Low-Cost RCP Platform,Sven Jacobitz; Xiaobo Liu-Henke; Uwe Becker,2024,2024 IEEE International Symposium on Systems Engineering (ISSE),10.1109/ISSE63315.2024.10741157,IEEE,0,autonomous vehicles advancements control
Sensor and Sensor Fusion Technology in Autonomous Vehicles: A Review,"Yeong, D.J.; Velasco-Hernandez, G.; Barry, J.; Walsh, J. ",2021,"Sensors 2021, 21, 2140",https://doi.org/10.3390/s21062140,google scholar,522,autonomous vehicles advancements sensor fusion
Sensor Fusion Module Using IMU and GPS Sensors For Autonomous Car,Ch.S. Raveena; R.Sai Sravya; R.Vinay Kumar; Ameet Chavan,2020,2020 IEEE International Conference for Innovation in Technology (INOCON),10.1109/INOCON50539.2020.9298316,IEEE,8,autonomous vehicles sensor fusion
Sensor Fusion Technology for Unmanned Autonomous Vehicles (UAV): A Review of Methods and Applications,Mohamad Haniff Harun; Shahrum Shah Abdullah; Mohd Shahrieel Mohd Aras; Mohd Bazli Bahar,2022,2022 IEEE 9th International Conference on Underwater System Technology: Theory and Applications (USYS),10.1109/USYS56283.2022.10072667,IEEE,5,autonomous vehicles advancements
Sensors and Sensor Fusion in Autonomous Vehicles,Jelena Kocić; Nenad Jovičić; Vujo Drndarević,2018,2018 26th Telecommunications Forum (TELFOR),10.1109/TELFOR.2018.8612054,IEEE,157,autonomous vehicles sensor fusion
Smart road management system for prioritized autonomous vehicles under vehicle-to-everything (V2X) communication,"Naeem, A.B., Soomro, A.M., Saim, H.M. et al.",2023,"Multimed Tools Appl 83, 41637–41654",https://doi.org/10.1007/s11042-023-16950-1,springer,5,autonomous vehicles advancements planning
Speed control with low complexity for multiple autonomous vehicles in roundabouts,"Farkas, Z., Németh, B., Mihály, A. et al.",2023,"Eur. Transp. Res. Rev. 15, 42",https://doi.org/10.1186/s12544-023-00615-z,springer,1,autonomous vehicles control
Speed-Varying Path Tracking Based on Model Predictive Control for Autonomous Vehicles,"Tang, S., Li, J. & Zhou, W.",2024," Int.J Automot. Technol. 25, 399–411",https://doi.org/10.1007/s12239-024-00033-7,springer,0,autonomous vehicles control
Stability Control of Autonomous Ground Vehicles Using Control-Dependent Barrier Functions,Yiwen Huang; Sze Zheng Yong; Yan Chen,2021,"IEEE Transactions on Intelligent Vehicles ( Volume: 6, Issue: 4, December 2021) ",10.1109/TIV.2021.3058064,IEEE,32,autonomous vehicles control
State-of-the-Art Review on Recent Advancements on Lateral Control of Autonomous Vehicles,"Archishman Biswas; M. A. Obayed Reon; Prangon Das; Zinat Tasneem; S. M. Muyeen
Electrical Engineering Department, Qatar University, Doha, Qatar
; Sajal K. Das
Department of Mechatronics Engineering, Rajshahi University of Engineering and Technology, Rajshahi, Bangladesh",2022,IEEE Access ( Volume: 10) ,10.1109/ACCESS.2022.3217213,google scholar,15,autonomous vehicles advancements
Technology Developments and Impacts of Connected and Autonomous Vehicles: An Overview ,"Hafiz Usman Ahmed
1, Ying Huang
1,*, Pan Lu
2 [ORCID] and Raj Bridgelall
2 [ORCID]",2022,"Smart Cities 2022, 5(1), 382-404",https://doi.org/10.3390/smartcities5010022,google scholar,56,autonomous vehicles advancements
The perception systems used in fully automated vehicles: a comparative analysis,"Rana, K., Gupta, G., Vaidya, P. et al.",2023,Multimed Tools Appl,https://doi.org/10.1007/s11042-023-15090-w,springer,0,autonomous vehicles advancements perception systems
Towards Edge-Assisted Trajectory Prediction for Connected Autonomous Vehicles,Mehdi Salim Benhelal; Badii Jouaber; Hossam Afifi; Hassine Moungla,2023,GLOBECOM 2023 - 2023 IEEE Global Communications Conference,10.1109/GLOBECOM54140.2023.10437498,IEEE,0,autonomous vehicles advancements perception systems
"Users, planners, and governments perspectives: A public survey on autonomous vehicles future advancements","Ali Alsalman a, Lateef N. Assi b, Shabnam Ghotbi c, SeyedAli Ghahari d, Ali Shubbar ",2020,"Transportation Engineering
Volume 3, March 2021, 100044",https://doi.org/10.1016/j.treng.2020.100044,google scholar,25,autonomous vehicles advancements
Visual Perception Challenges in Adverse Weather for Autonomous Vehicles: A Review of Rain and Fog Impacts,Yongsheng Qiu; Yuanyao Lu; Yuantao Wang; Chaochao Yang,2024,"2024 IEEE 7th Information Technology, Networking, Electronic and Automation Control Conference (ITNEC)",10.1109/ITNEC60942.2024.10733168,IEEE,0,autonomous vehicles perception systems
