Source Title,Authors,Year,Journal/Publisher,DOI/URL,Database/Source,Citations,Search Keywords
A dynamic lane-changing trajectory planning scheme for autonomous vehicles on structured road,Hanbing Jia; Lei Zhang; Zhenpo Wang,2020,2020 IEEE 9th International Power Electronics and Motion Control Conference (IPEMC2020-ECCE Asia),10.1109/IPEMC-ECCEAsia48364.2020.9367649,IEEE,2,autonomous vehicles planning
Path Planning for an Autonomous Vehicle based on the Ant Colony Algorithm: A Review,Desi Windi Sari; Suci Dwijayanti; Bhakti Yudho Suprapto,2023,2023 International Workshop on Artificial Intelligence and Image Processing (IWAIIP),10.1109/IWAIIP58158.2023.10462744,IEEE,0,autonomous vehicles planning
Cooperation in Autonomous Vehicles,Shunsuke Aoki et. al,2019,COURSE,https://ieeexplore.ieee.org/courses/details/EDP537,IEEE,0,autonomous vehicles control
Sensors for Autonomous Vehicles,Steve Vozar et. al,2019,COURSE,https://ieeexplore.ieee.org/courses/details/EDP538,IEEE,0,autonomous vehicles control
Finite-set Model Predictive Speed and Heading Control of Autonomous Surface Vehicles with Unmeasured States,"Zhouhua Peng; Bao Zhang; Oiuvue Sun; Dan Wang; Min Han; Lu Liu
School of Marine Electrical Engineering Dalian Maritime University, Dalian, P. R. China",2019,2019 Tenth International Conference on Intelligent Control and Information Processing (ICICIP),10.1109/ICICIP47338.2019.9012181,IEEE,1,autonomous vehicles control
Control Strategies on Path Tracking for Autonomous Vehicle: State of the Art and Future Challenges,Qiangqiang Yao; Ying Tian; Qun Wang; Shengyuan Wang,2020,IEEE Access ( Volume: 8) ,10.1109/ACCESS.2020.3020075,IEEE,110,autonomous vehicles control
Event-Triggered Adaptive Fuzzy Approach-Based Lateral Motion Control for Autonomous Vehicles,Junda Zhang; Lipeng Zhang; Shuaishuai Liu; Jiantao Wang,2023,"IEEE Transactions on Intelligent Vehicles ( Volume: 9, Issue: 1, January 2024) ",10.1109/TIV.2023.3336794,IEEE,4,autonomous vehicles control
Dynamic Model and Predictive Control of Electric Driven Eight-wheeled Differential Steering Autonomous Vehicle,Yaogang Zhao; Gang Tao; Jiangnan Li; Xi Zhang; Jianwei Gong,2020,2020 3rd International Conference on Unmanned Systems (ICUS),10.1109/ICUS50048.2020.9274978,IEEE,3,autonomous vehicles control
Stability Control of Autonomous Ground Vehicles Using Control-Dependent Barrier Functions,Yiwen Huang; Sze Zheng Yong; Yan Chen,2021,"IEEE Transactions on Intelligent Vehicles ( Volume: 6, Issue: 4, December 2021) ",10.1109/TIV.2021.3058064,IEEE,32,autonomous vehicles control
Intelligent Control of Connected and Automated Vehicles,Yue Wang et. al,2018,COURSE,https://ieeexplore.ieee.org/courses/details/EDP533,IEEE,0,autonomous vehicles control
Application of MOOS-IvP architecture in multiple autonomous underwater vehicle cooperation,Dapeng Jiang; Yongjie Pang; Zaibai Qin,2010,2010 Chinese Control and Decision Conference,10.1109/CCDC.2010.5498587,IEEE,2,autonomous vehicles control
A Finite Frequency Domain State Feedback H∞ Controller for Yaw Stabilization of Four-Wheel Independent Steering Autonomous Vehicles,Yuan Ma; Jiaqi Li; Xuewu Ji; Yahui Liu,2023,2023 7th CAA International Conference on Vehicular Control and Intelligence (CVCI),10.1109/CVCI59596.2023.10397240,IEEE,0,autonomous vehicles control
"Human–Machine Interaction in Intelligent and Connected Vehicles: A Review of Status Quo, Issues, and Opportunities",Zhengyu Tan; Ningyi Dai; Yating Su; Ruifo Zhang; Yijun Li; Di Wu,2021,"IEEE Transactions on Intelligent Transportation Systems ( Volume: 23, Issue: 9, September 2022)",10.1109/TITS.2021.3127217,IEEE,42,autonomous vehicles human–machine interaction
Anthropomorphic External Human-Machine Interface Design of Autonomous Vehicles in Roblox to Change Road Users’ Behavior,Dokshin Lim; Yongjun Kim; Hagyeong Gwon; YeongHwan Shin,2023,2023 11th International Conference on Affective Computing and Intelligent Interaction Workshops and Demos (ACIIW),10.1109/ACIIW59127.2023.10388139,IEEE,2,autonomous vehicles human–machine interaction
Integrating a Real Vehicle Into a Physics-Based Driving Simulator for Human-Machine Interaction Research,Zeljko Medenica; Radovan Miucic; Michael Andrews,2019,2019 12th International Conference on Human System Interaction (HSI),10.1109/HSI47298.2019.8942616,IEEE,1,autonomous vehicles human–machine interaction
A Brief Review of Unmanned Underwater Vehicle Human-Machine Interaction,A. F. Ayob; M. R. Arshad; S. Jamaludin; S.Z.A. Syed Ahmad,2022,2022 IEEE 9th International Conference on Underwater System Technology: Theory and Applications (USYS),10.1109/USYS56283.2022.10072428,IEEE,3,autonomous vehicles human–machine interaction
Human–Machine Interfaces: A Review for Autonomous Electric Vehicles,Jesus A. Mandujano-Granillo; Milton O. Candela-Leal; Juan J. Ortiz-Vazquez; Mauricio A. Ramirez-Moreno; Juan C. Tudon-Martinez; Luis C. Felix-Herran,2024,IEEE Access ( Volume: 12) ,10.1109/ACCESS.2024.3450439,IEEE,0,autonomous vehicles human–machine interaction
A flexible virtual environment for autonomous driving agent-human interaction testing,Giorgio M. Grasso; Giovanni d’Italia; Sebastiano Battiato,2020,2020 AEIT International Conference of Electrical and Electronic Technologies for Automotive (AEIT AUTOMOTIVE),10.23919/AEITAUTOMOTIVE50086.2020.9307438,IEEE,1,autonomous vehicles human–machine interaction
Building Trust in Autonomous Vehicles: Role of Virtual Reality Driving Simulators in HMI Design,Lia Morra; Fabrizio Lamberti; F. Gabriele Pratticó; Salvatore La Rosa; Paolo Montuschi,2019,"IEEE Transactions on Vehicular Technology ( Volume: 68, Issue: 10, October 2019) ",10.1109/TVT.2019.2933601,IEEE,91,autonomous vehicles human–machine interaction
Numerical Simulation System of Navigation Control with Human-Machine Cooperation for Maritime Autonomous Surface Ships,Tishuo Tao; Chenguang Liu; H. Zhibo; Xiumin Chu; L. Mengxia; L. Songlong,2024,"2024 10th International Conference on Electrical Engineering, Control and Robotics (EECR)",10.1109/EECR60807.2024.10607257,IEEE,0,autonomous vehicles human–machine interaction
Review on human-machine shared control system of automated vehicles,Chao Huang; Fazel Naghdy; Haiping Du; Hailong Huang,2019,2019 3rd International Symposium on Autonomous Systems (ISAS),10.1109/ISASS.2019.8757749,IEEE,9,autonomous vehicles human–machine interaction
Comfort Intelligence for Autonomous Vehicles,Taishi Sawabe; Masayuki Kanbara; Norihiro Hagita,2018,2018 IEEE International Symposium on Mixed and Augmented Reality Adjunct (ISMAR-Adjunct),10.1109/ISMAR-Adjunct.2018.00102,IEEE,9,autonomous vehicles human–machine interaction
From da Vinci to cybersecurity: tracing the evolution of autonomous vehicles and ensuring safe platooning operations,Noon Hussein,2024,"Discov Mechanical Engineering 3, 20 (2024)",https://doi.org/10.1007/s44245-024-00053-8,springer,0,autonomous vehicles advancements
An Adaptive Sequencing Approach for Object Detection in Autonomous Vehicles,"Christopher Wolfe, Khatereh Mohammadi & Hasan Ferdowsi ",2024,"International Journal of Intelligent Transportation Systems Research Volume 22, pages 629–647, (2024) ",https://doi.org/10.1007/s13177-024-00401-8,springer,0,autonomous vehicles advancements
Exploring commuters’ mode preference to autonomous vehicles based on a personalized travel experience survey,"Qin, H., Yu, B. & Zhang, Y.",2024,Transportation (2024),https://doi.org/10.1007/s11116-024-10529-x,springer,1,autonomous vehicles advancements
Efficient and Effective Anomaly Detection in Autonomous Vehicles: A Combination of Gradient Boosting and ANFIS Algorithms.,"Quran, M.A.",2024,International Journal of Fuzzy Systems,https://doi.org/10.1007/s40815-024-01843-8,springer,0,autonomous vehicles advancements
A review of the application of fuzzy mathematical algorithm-based approach in autonomous vehicles and drones,"Singh, R., Nishad, D.K., Khalid, S. et al.",2024,Int J Intell Robot Appl ,https://doi.org/10.1007/s41315-024-00385-4,springer,0,autonomous vehicles advancements
Data-driven rolling eco-speed optimization for autonomous vehicles,"Yang, Y., Gao, K., Cui, S. et al.",2023,"Front. Eng. Manag. 11, 620–632",https://doi.org/10.1007/s42524-023-0284-y,springer,0,autonomous vehicles advancements
3DFFL: privacy-preserving Federated Few-Shot Learning for 3D point clouds in autonomous vehicles,"Khan, A.A., Ahmad, K.M., Shafiq, S. et al.",2024,"Sci Rep 14, 19589",https://doi.org/10.1038/s41598-024-70326-5,springer,0,autonomous vehicles advancements
PVDM-YOLOv8l: a solution for reliable pedestrian and vehicle detection in autonomous vehicles under adverse weather conditions,"Tahir, N.U.A., Zhang, Z., Asim, M. et al.",2024,Multimed Tools Appl,https://doi.org/10.1007/s11042-024-20219-6,springer,0,autonomous vehicles advancements
Competing with autonomous model vehicles: a software stack for driving in smart city environments,"Bächle, J., Häringer, J., Köhler, N. et al. ",2024,"Auton. Intell. Syst. 4, 17",https://doi.org/10.1007/s43684-024-00074-w,springer,25,autonomous vehicles advancements
Rebound effects undermine carbon footprint reduction potential of autonomous electric vehicles,"Onat, N.C., Mandouri, J., Kucukvar, M. et al.",2023,"Nat Commun 14, 6258",https://doi.org/10.1038/s41467-023-41992-2,springer,7,autonomous vehicles advancements
The perception systems used in fully automated vehicles: a comparative analysis,"Rana, K., Gupta, G., Vaidya, P. et al.",2023,Multimed Tools Appl,https://doi.org/10.1007/s11042-023-15090-w,springer,0,autonomous vehicles advancements perception systems
"Trust, risk perception, and intention to use autonomous vehicles: an interdisciplinary bibliometric review","Naiseh, M., Clark, J., Akarsu, T. et al.",2024,AI & Soc,https://doi.org/10.1007/s00146-024-01895-2,springer,1,autonomous vehicles advancements perception systems
Exploring commuters’ mode preference to autonomous vehicles based on a personalized travel experience survey,"Qin, H., Yu, B. & Zhang, Y.",2024,Transportation,https://doi.org/10.1007/s11116-024-10529-x,springer,1,autonomous vehicles advancements perception systems
An Adaptive Sequencing Approach for Object Detection in Autonomous Vehicles,"Christopher Wolfe, Khatereh Mohammadi & Hasan Ferdowsi ",2024,"International Journal of Intelligent Transportation Systems Research Volume 22, pages 629–647, (2024) ",https://doi.org/10.1007/s13177-024-00401-8,springer,0,autonomous vehicles advancements perception systems
A review of the application of fuzzy mathematical algorithm-based approach in autonomous vehicles and drones,"Singh, R., Nishad, D.K., Khalid, S. et al.",2024,Int J Intell Robot Appl ,https://doi.org/10.1007/s41315-024-00385-4,springer,0,autonomous vehicles advancements perception systems
Competing with autonomous model vehicles: a software stack for driving in smart city environments,"Bächle, J., Häringer, J., Köhler, N. et al. ",2024,"Auton. Intell. Syst. 4, 17",https://doi.org/10.1007/s43684-024-00074-w,springer,25,autonomous vehicles advancements perception systems
Machine visual perception from sim-to-real transfer learning for autonomous docking maneuvers,"Worth, D., Choate, J., Raettig, R. et al.",2024,Neural Comput & Applic,https://doi.org/10.1007/s00521-024-10543-1,springer,0,autonomous vehicles advancements perception systems
Data-driven rolling eco-speed optimization for autonomous vehicles,"Yang, Y., Gao, K., Cui, S. et al.",2023,"Front. Eng. Manag. 11, 620–632",https://doi.org/10.1007/s42524-023-0284-y,springer,0,autonomous vehicles advancements perception systems
Investigating intervention road scenarios for teleoperation of autonomous vehicles,"Tener, F., Lanir, J.",2023,"Multimed Tools Appl 83, 61103–61119",https://doi.org/10.1007/s11042-023-17851-z,springer,3,autonomous vehicles advancements perception systems
Scanning Systems for Environment Perception in Autonomous Navigation,"Real-Moreno, O. et al.",2024,"Scanning Technologies for Autonomous Systems. Springer, Cham.",https://doi.org/10.1007/978-3-031-59531-8_2,springer,0,autonomous vehicles advancements perception systems
Multi-sensor fusion and segmentation for autonomous vehicle multi-object tracking using deep Q networks,"Vinoth, K., Sasikumar, P.",2024,"Sci Rep 14, 31130",https://doi.org/10.1038/s41598-024-82356-0,springer,0,autonomous vehicles advancements sensor fusion
"An efficient end-to-end EKF-SLAM architecture based on LiDAR, GNSS, and IMU data sensor fusion for autonomous ground vehicles","MAILKA, H., Abouzahir, M. & Ramzi, M.",2023,"Multimed Tools Appl 83, 56183–56206",https://doi.org/10.1007/s11042-023-17595-w,springer,3,autonomous vehicles advancements sensor fusion
Safety-First Autonomous Vehicle Technology: Empirical Assessment of Sensor Performance in Diverse Environmental Conditions,"Kim, C., Moon, J., Kim, J. et al.",2024,"KSCE J Civ Eng 28, 5851–5862",https://doi.org/10.1007/s12205-024-0472-2,springer,0,autonomous vehicles advancements sensor fusion
SONAR Sensor Advancements,"Nagla, K.S., Yadav, S.",2025,"Handbook of Vibroacoustics, Noise and Harshness. Springer, Singapore",https://doi.org/10.1007/978-981-97-8100-3_46,springer,0,autonomous vehicles advancements sensor fusion
A review of the application of fuzzy mathematical algorithm-based approach in autonomous vehicles and drones,"Singh, R., Nishad, D.K., Khalid, S. et al.",2024,Int J Intell Robot Appl ,https://doi.org/10.1007/s41315-024-00385-4,springer,0,autonomous vehicles advancements sensor fusion
SONAR Sensor Advancements,"Nagla, K.S., Yadav, S.",2025,"Handbook of Vibroacoustics, Noise and Harshness. Springer, Singapore",https://doi.org/10.1007/978-981-97-8100-3_46,springer,0,autonomous vehicles advancements sensor fusion
An Adaptive Sequencing Approach for Object Detection in Autonomous Vehicles,"Christopher Wolfe, Khatereh Mohammadi & Hasan Ferdowsi ",2024,"International Journal of Intelligent Transportation Systems Research Volume 22, pages 629–647, (2024) ",https://doi.org/10.1007/s13177-024-00401-8,springer,0,autonomous vehicles advancements sensor fusion
Critical Application Feasibility of Predictive Learning in Autonomous Vehicles,"Pradhan, S.R., Mishra, S., Tripathy, H.K., Brahma, B., Gobinath, R., Sobti, R. ",2024,"Innovative Computing and Communications. ICICC 2024. Lecture Notes in Networks and Systems, vol 1020. Springer, Singapore.",https://doi.org/10.1007/978-981-97-3588-4_31,springer,0,autonomous vehicles advancements sensor fusion
Competing with autonomous model vehicles: a software stack for driving in smart city environments,"Bächle, J., Häringer, J., Köhler, N. et al. ",2024,"Auton. Intell. Syst. 4, 17",https://doi.org/10.1007/s43684-024-00074-w,springer,25,autonomous vehicles advancements sensor fusion
PVDM-YOLOv8l: a solution for reliable pedestrian and vehicle detection in autonomous vehicles under adverse weather conditions,"Tahir, N.U.A., Zhang, Z., Asim, M. et al.",2024,Multimed Tools Appl,https://doi.org/10.1007/s11042-024-20219-6,springer,0,autonomous vehicles advancements sensor fusion
A review of the application of fuzzy mathematical algorithm-based approach in autonomous vehicles and drones,"Singh, R., Nishad, D.K., Khalid, S. et al.",2024,Int J Intell Robot Appl ,https://doi.org/10.1007/s41315-024-00385-4,springer,0,autonomous vehicles advancements planning
Performance comparison of rapidly-exploring random tree algorithms for path planning of autonomous underwater vehicles in complex environments,"Arifi, A., Jarray, R. & Bouallègue, S.",2024,Int J Intell Robot Appl,https://doi.org/10.1007/s41315-024-00406-2,springer,0,autonomous vehicles advancements planning
Competing with autonomous model vehicles: a software stack for driving in smart city environments,"Bächle, J., Häringer, J., Köhler, N. et al. ",2024,"Auton. Intell. Syst. 4, 17",https://doi.org/10.1007/s43684-024-00074-w,springer,25,autonomous vehicles advancements planning
An Adaptive Sequencing Approach for Object Detection in Autonomous Vehicles,"Christopher Wolfe, Khatereh Mohammadi & Hasan Ferdowsi ",2024,"International Journal of Intelligent Transportation Systems Research Volume 22, pages 629–647, (2024) ",https://doi.org/10.1007/s13177-024-00401-8,springer,0,autonomous vehicles advancements planning
Deep learning adversarial attacks and defenses in autonomous vehicles: a systematic literature review from a safety perspective,"Ahmed Dawod Mohammed Ibrahum, Manzoor Hussain & Jang-Eui Hong",2024, Artificial Intelligence Review,10.1007/s10462-024-11014-8,springer,1,autonomous vehicles advancements planning
From da Vinci to cybersecurity: tracing the evolution of autonomous vehicles and ensuring safe platooning operations,"Hussein, N.",2024,"Discov Mechanical Engineering 3, 20",https://doi.org/10.1007/s44245-024-00053-8,springer,0,autonomous vehicles advancements planning
Exploring commuters’ mode preference to autonomous vehicles based on a personalized travel experience survey,"Qin, H., Yu, B. & Zhang, Y.",2024,Transportation,https://doi.org/10.1007/s11116-024-10529-x,springer,1,autonomous vehicles advancements planning
Data-driven rolling eco-speed optimization for autonomous vehicles,"Yang, Y., Gao, K., Cui, S. et al.",2023,"Front. Eng. Manag. 11, 620–632",https://doi.org/10.1007/s42524-023-0284-y,springer,0,autonomous vehicles advancements planning
Motion Planning for Autonomous Driving with Real Traffic Data Validation,"Chu, W., Yang, K., Li, S. et al.",2024,"Chin. J. Mech. Eng. 37, 6",https://doi.org/10.1186/s10033-023-00968-5,springer,1,autonomous vehicles advancements planning
Smart road management system for prioritized autonomous vehicles under vehicle-to-everything (V2X) communication,"Naeem, A.B., Soomro, A.M., Saim, H.M. et al.",2023,"Multimed Tools Appl 83, 41637–41654",https://doi.org/10.1007/s11042-023-16950-1,springer,5,autonomous vehicles advancements planning
A novel adaptive trajectory tracking control for autonomous vehicles based on state expansion,"Wang, J., Yu, Y., Song, Y. et al.",2024,"J Mech Sci Technol 38, 3143–3154",https://doi.org/10.1007/s12206-024-0532-z,springer,0,autonomous vehicles advancements control
An Adaptive Sequencing Approach for Object Detection in Autonomous Vehicles,"Christopher Wolfe, Khatereh Mohammadi & Hasan Ferdowsi ",2024,"International Journal of Intelligent Transportation Systems Research Volume 22, pages 629–647, (2024) ",https://doi.org/10.1007/s13177-024-00401-8,springer,0,autonomous vehicles advancements control
From da Vinci to cybersecurity: tracing the evolution of autonomous vehicles and ensuring safe platooning operations,"Hussein, N.",2024,"Discov Mechanical Engineering 3, 20",https://doi.org/10.1007/s44245-024-00053-8,springer,0,autonomous vehicles advancements control
A review of the application of fuzzy mathematical algorithm-based approach in autonomous vehicles and drones,"Singh, R., Nishad, D.K., Khalid, S. et al.",2024,Int J Intell Robot Appl ,https://doi.org/10.1007/s41315-024-00385-4,springer,0,autonomous vehicles advancements control
Competing with autonomous model vehicles: a software stack for driving in smart city environments,"Bächle, J., Häringer, J., Köhler, N. et al. ",2024,"Auton. Intell. Syst. 4, 17",https://doi.org/10.1007/s43684-024-00074-w,springer,25,autonomous vehicles advancements control
Efficient and Effective Anomaly Detection in Autonomous Vehicles: A Combination of Gradient Boosting and ANFIS Algorithms.,"Quran, M.A.",2024,International Journal of Fuzzy Systems,https://doi.org/10.1007/s40815-024-01843-8,springer,0,autonomous vehicles advancements control
A matched case-control analysis of autonomous vs human-driven vehicle accidents,"Abdel-Aty, M., Ding, S.",2024,"Nat Commun 15, 4931",https://doi.org/10.1038/s41467-024-48526-4,springer,205,autonomous vehicles advancements control
Exploring commuters’ mode preference to autonomous vehicles based on a personalized travel experience survey,"Qin, H., Yu, B. & Zhang, Y.",2024,Transportation,https://doi.org/10.1007/s11116-024-10529-x,springer,1,autonomous vehicles advancements control
Data-driven rolling eco-speed optimization for autonomous vehicles,"Yang, Y., Gao, K., Cui, S. et al.",2023,"Front. Eng. Manag. 11, 620–632",https://doi.org/10.1007/s42524-023-0284-y,springer,0,autonomous vehicles advancements control
3DFFL: privacy-preserving Federated Few-Shot Learning for 3D point clouds in autonomous vehicles,"Khan, A.A., Ahmad, K.M., Shafiq, S. et al.",2024,"Sci Rep 14, 19589",https://doi.org/10.1038/s41598-024-70326-5,springer,0,autonomous vehicles advancements control
Modeling Suburban Freeway Travel Variability considering Connected and Autonomous Vehicles,"Amoei Khorshidi, N., Afandizadeh Zargari, S., Mirzahossein, H. et al.",2024,Int J Civ Eng ,https://doi.org/10.1007/s40999-024-01045-1,springer,0,autonomous vehicles advancements human–machine interaction
From da Vinci to cybersecurity: tracing the evolution of autonomous vehicles and ensuring safe platooning operations,"Hussein, N.",2024,"Discov Mechanical Engineering 3, 20",https://doi.org/10.1007/s44245-024-00053-8,springer,0,autonomous vehicles advancements human–machine interaction
Investigating intervention road scenarios for teleoperation of autonomous vehicles,"Tener, F., Lanir, J.",2023,"Multimed Tools Appl 83, 61103–61119",https://doi.org/10.1007/s11042-023-17851-z,springer,3,autonomous vehicles advancements human–machine interaction
Data-driven rolling eco-speed optimization for autonomous vehicles,"Yang, Y., Gao, K., Cui, S. et al.",2023,"Front. Eng. Manag. 11, 620–632",https://doi.org/10.1007/s42524-023-0284-y,springer,0,autonomous vehicles advancements human–machine interaction
"Trust, risk perception, and intention to use autonomous vehicles: an interdisciplinary bibliometric review","Naiseh, M., Clark, J., Akarsu, T. et al.",2024,AI & Soc,https://doi.org/10.1007/s00146-024-01895-2,springer,1,autonomous vehicles advancements human–machine interaction
Deep learning adversarial attacks and defenses in autonomous vehicles: a systematic literature review from a safety perspective,"Ahmed Dawod Mohammed Ibrahum, Manzoor Hussain & Jang-Eui Hong",2024, Artificial Intelligence Review,10.1007/s10462-024-11014-8,springer,1,autonomous vehicles advancements human–machine interaction
Multifunctional lightweight autonomous vehicles: an agent-based study,"Coretti Sanchez, N., Larson, K.",2024,Transportation,https://doi.org/10.1007/s11116-024-10548-8,springer,0,autonomous vehicles advancements human–machine interaction
Introduction to Intelligent Vehicle Human-Machine Interaction,"Wang, Y., Xue, Z., Li, J., Jia, S., Yang, B.",2024,"Research on Automotive Intelligent Cockpit. Springer, Singapore.",https://doi.org/10.1007/978-981-97-7823-2_1,springer,0,autonomous vehicles advancements human–machine interaction
Deep reinforcement learning for autonomous vehicles: lane keep and overtaking scenarios with collision avoidance,"Ashwin, S.H., Naveen Raj, R.",2023,"Int. j. inf. tecnol. 15, 3541–3553",https://doi.org/10.1007/s41870-023-01412-6,springer,15,autonomous vehicles advancements human–machine interaction
Trajectory and Motion Prediction of Autonomous Vehicles Driving Assistant System using Distributed Discriminator Based Bi-Directional Long Short Term Memory Model,"Ratre, S.U., Joshi, B.",2024,Int. J. ITS Res.,https://doi.org/10.1007/s13177-024-00447-8,springer,0,autonomous vehicles advancements human–machine interaction
"Trust, risk perception, and intention to use autonomous vehicles: an interdisciplinary bibliometric review","Naiseh, M., Clark, J., Akarsu, T. et al.",2024,AI & Soc,https://doi.org/10.1007/s00146-024-01895-2,springer,1,autonomous vehicles perception systems
The perception systems used in fully automated vehicles: a comparative analysis,"Rana, K., Gupta, G., Vaidya, P. et al.",2023,Multimed Tools Appl,https://doi.org/10.1007/s11042-023-15090-w,springer,0,autonomous vehicles perception systems
Exploring commuters’ mode preference to autonomous vehicles based on a personalized travel experience survey,"Qin, H., Yu, B. & Zhang, Y.",2024,Transportation,https://doi.org/10.1007/s11116-024-10529-x,springer,1,autonomous vehicles perception systems
Want a ride? Attitudes towards autonomous driving and behavior in autonomous vehicles,"Del Re, E., Sauer, L., Polli, M. et al.",2024,"Elektrotech. Inftech. 141, 411–418",https://doi.org/10.1007/s00502-024-01241-w,springer,0,autonomous vehicles perception systems
An Adaptive Sequencing Approach for Object Detection in Autonomous Vehicles,"Christopher Wolfe, Khatereh Mohammadi & Hasan Ferdowsi ",2024,"International Journal of Intelligent Transportation Systems Research Volume 22, pages 629–647, (2024) ",https://doi.org/10.1007/s13177-024-00401-8,springer,0,autonomous vehicles perception systems
Competing with autonomous model vehicles: a software stack for driving in smart city environments,"Bächle, J., Häringer, J., Köhler, N. et al. ",2024,"Auton. Intell. Syst. 4, 17",https://doi.org/10.1007/s43684-024-00074-w,springer,25,autonomous vehicles perception systems
A review of the application of fuzzy mathematical algorithm-based approach in autonomous vehicles and drones,"Singh, R., Nishad, D.K., Khalid, S. et al.",2024,Int J Intell Robot Appl ,https://doi.org/10.1007/s41315-024-00385-4,springer,0,autonomous vehicles perception systems
Data-driven rolling eco-speed optimization for autonomous vehicles,"Yang, Y., Gao, K., Cui, S. et al.",2023,"Front. Eng. Manag. 11, 620–632",https://doi.org/10.1007/s42524-023-0284-y,springer,0,autonomous vehicles perception systems
Intrusion detection using metaheuristic optimization within IoT/IIoT systems and software of autonomous vehicles,"Dakic, P., Zivkovic, M., Jovanovic, L. et al.",2024,"Sci Rep 14, 22884",https://doi.org/10.1038/s41598-024-73932-5,springer,4,autonomous vehicles perception systems
Safe AI in Autonomous Vehicles,"Howar, F., Hungar, H.",2023,"AISoLA 2023. Lecture Notes in Computer Science, vol 14380. Springer, Cham.",https://doi.org/10.1007/978-3-031-46002-9_27,springer,0,autonomous vehicles perception systems
A novel road attribute detection system for autonomous vehicles using sensor fusion,"Thomas, A., Antony, J.K., Isaac, A.V. et al.",2024, Int. j. inf. tecnol.,https://doi.org/10.1007/s41870-024-02255-5,springer,0,autonomous vehicles sensor fusion
Multi-sensor fusion and segmentation for autonomous vehicle multi-object tracking using deep Q networks,"Vinoth, K., Sasikumar, P.",2024,"Sci Rep 14, 31130",https://doi.org/10.1038/s41598-024-82356-0,springer,0,autonomous vehicles sensor fusion
A tree-based approach for visible and thermal sensor fusion in winter autonomous driving,"Boisclair, J., Amamou, A., Kelouwani, S. et al.",2024,"Machine Vision and Applications 35, 60",https://doi.org/10.1007/s00138-024-01546-y,springer,0,autonomous vehicles sensor fusion
"An efficient end-to-end EKF-SLAM architecture based on LiDAR, GNSS, and IMU data sensor fusion for autonomous ground vehicles","MAILKA, H., Abouzahir, M. & Ramzi, M.",2023,"Multimed Tools Appl 83, 56183–56206",https://doi.org/10.1007/s11042-023-17595-w,springer,3,autonomous vehicles sensor fusion
Safety-First Autonomous Vehicle Technology: Empirical Assessment of Sensor Performance in Diverse Environmental Conditions,"Kim, C., Moon, J., Kim, J. et al.",2024,"KSCE J Civ Eng 28, 5851–5862",https://doi.org/10.1007/s12205-024-0472-2,springer,0,autonomous vehicles sensor fusion
Regional feature fusion for on-road detection of objects using camera and 3D-LiDAR in high-speed autonomous vehicles,"Wu, Q., Li, X., Wang, K. et al.",2023,"Soft Comput 27, 18195–18213",https://doi.org/10.1007/s00500-023-09278-3,springer,0,autonomous vehicles sensor fusion
Robust tracking and detection based on radar camera fusion filtering in urban autonomous driving,"Baek, S., Kim, J. & Yi, K.",2024,"Intel Serv Robotics 17, 1125–1141",https://doi.org/10.1007/s11370-024-00563-0,springer,1,autonomous vehicles sensor fusion
New Integrated Multi-Algorithm Fusion Localization and Trajectory Tracking Framework of Autonomous Vehicles under Extreme Conditions with Non-Gaussian Noises,"Liu, C., Liu, H., Han, L. et al.",2023," Int.J Automot. Technol. 24, 259–272",https://doi.org/10.1007/s12239-023-0023-8,springer,0,autonomous vehicles sensor fusion
A review of the application of fuzzy mathematical algorithm-based approach in autonomous vehicles and drones,"Singh, R., Nishad, D.K., Khalid, S. et al.",2024,Int J Intell Robot Appl ,https://doi.org/10.1007/s41315-024-00385-4,springer,0,autonomous vehicles sensor fusion
3D object detection algorithm based on multi-sensor segmental fusion of frustum association for autonomous driving,"Tao, C., Bian, W., Wang, C. et al.",2023,"Appl Intell 53, 22753–22774",https://doi.org/10.1007/s10489-023-04630-4,springer,1,autonomous vehicles sensor fusion
Optimal Path Planning for Autonomous Vehicles Using Artificial Potential Field Algorithm,"Park, G., Choi, M.",2023,"Int.J Automot. Technol. 24, 1259–1267",https://doi.org/10.1007/s12239-023-0102-x,springer,8,autonomous vehicles planning
Simulation investigation of autonomous route planning for unmanned aerial vehicles based on an improved genetic algorithm,"Cao, Z.",2024,Neural Comput & Applic,https://doi.org/10.1007/s00521-024-10817-8,springer,0,autonomous vehicles planning
A Novel Dynamic Lane-Changing Trajectory Planning for Autonomous Vehicles Based on Improved APF and RRT Algorithm,"Zhao, S., Leng, Y., Zhao, M. et al.",2024,"Int.J Automot. Technol. 24, 1259–1267",https://doi.org/10.1007/s12239-024-00153-0,springer,1,autonomous vehicles planning
Continuous advantage learning for minimum-time trajectory planning of autonomous vehicles,"Li, Z., Wu, W., Wang, J. et al.",2024,"Sci. China Inf. Sci. 67, 172206",https://doi.org/10.1007/s11432-023-4059-6,springer,0,autonomous vehicles planning
An ethical trajectory planning algorithm for autonomous vehicles,"Geisslinger, M., Poszler, F. & Lienkamp, M.",2023,"Nat Mach Intell 5, 137–144",https://doi.org/10.1038/s42256-022-00607-z,springer,41,autonomous vehicles planning
Driving Environment Uncertainty-Aware Motion Planning for Autonomous Vehicles,"Tang, X., Yang, K., Wang, H. et al.",2022,"Chin. J. Mech. Eng. 35, 120",https://doi.org/10.1186/s10033-022-00790-5,springer,31,autonomous vehicles planning
